Entity,Code,Date,Total confirmed cases of COVID-19 (cases)
Afghanistan,AFG,31-12-2019,0
Afghanistan,AFG,01-01-2020,0
Afghanistan,AFG,02-01-2020,0
Afghanistan,AFG,03-01-2020,0
Afghanistan,AFG,04-01-2020,0
Afghanistan,AFG,05-01-2020,0
Afghanistan,AFG,06-01-2020,0
Afghanistan,AFG,07-01-2020,0
Afghanistan,AFG,08-01-2020,0
Afghanistan,AFG,09-01-2020,0
Afghanistan,AFG,10-01-2020,0
Afghanistan,AFG,11-01-2020,0
Afghanistan,AFG,12-01-2020,0
Afghanistan,AFG,13-01-2020,0
Afghanistan,AFG,14-01-2020,0
Afghanistan,AFG,15-01-2020,0
Afghanistan,AFG,16-01-2020,0
Afghanistan,AFG,17-01-2020,0
Afghanistan,AFG,18-01-2020,0
Afghanistan,AFG,19-01-2020,0
Afghanistan,AFG,20-01-2020,0
Afghanistan,AFG,21-01-2020,0
Afghanistan,AFG,22-01-2020,0
Afghanistan,AFG,23-01-2020,0
Afghanistan,AFG,24-01-2020,0
Afghanistan,AFG,25-01-2020,0
Afghanistan,AFG,26-01-2020,0
Afghanistan,AFG,27-01-2020,0
Afghanistan,AFG,28-01-2020,0
Afghanistan,AFG,29-01-2020,0
Afghanistan,AFG,30-01-2020,0
Afghanistan,AFG,31-01-2020,0
Afghanistan,AFG,01-02-2020,0
Afghanistan,AFG,02-02-2020,0
Afghanistan,AFG,03-02-2020,0
Afghanistan,AFG,04-02-2020,0
Afghanistan,AFG,05-02-2020,0
Afghanistan,AFG,06-02-2020,0
Afghanistan,AFG,07-02-2020,0
Afghanistan,AFG,08-02-2020,0
Afghanistan,AFG,09-02-2020,0
Afghanistan,AFG,10-02-2020,0
Afghanistan,AFG,11-02-2020,0
Afghanistan,AFG,12-02-2020,0
Afghanistan,AFG,13-02-2020,0
Afghanistan,AFG,14-02-2020,0
Afghanistan,AFG,15-02-2020,0
Afghanistan,AFG,16-02-2020,0
Afghanistan,AFG,17-02-2020,0
Afghanistan,AFG,18-02-2020,0
Afghanistan,AFG,19-02-2020,0
Afghanistan,AFG,20-02-2020,0
Afghanistan,AFG,21-02-2020,0
Afghanistan,AFG,22-02-2020,0
Afghanistan,AFG,23-02-2020,0
Afghanistan,AFG,24-02-2020,0
Afghanistan,AFG,25-02-2020,1
Afghanistan,AFG,26-02-2020,1
Afghanistan,AFG,27-02-2020,1
Afghanistan,AFG,28-02-2020,1
Afghanistan,AFG,29-02-2020,1
Afghanistan,AFG,01-03-2020,1
Afghanistan,AFG,02-03-2020,1
Afghanistan,AFG,08-03-2020,4
Afghanistan,AFG,11-03-2020,7
Afghanistan,AFG,15-03-2020,10
Afghanistan,AFG,16-03-2020,16
Afghanistan,AFG,17-03-2020,21
Afghanistan,AFG,18-03-2020,22
Afghanistan,AFG,19-03-2020,22
Afghanistan,AFG,20-03-2020,22
Afghanistan,AFG,21-03-2020,24
Afghanistan,AFG,22-03-2020,24
Afghanistan,AFG,23-03-2020,34
Afghanistan,AFG,24-03-2020,40
Afghanistan,AFG,25-03-2020,42
Afghanistan,AFG,26-03-2020,75
Afghanistan,AFG,27-03-2020,75
Afghanistan,AFG,28-03-2020,91
Afghanistan,AFG,29-03-2020,106
Afghanistan,AFG,30-03-2020,114
Afghanistan,AFG,31-03-2020,141
Afghanistan,AFG,01-04-2020,166
Afghanistan,AFG,02-04-2020,192
Afghanistan,AFG,03-04-2020,235
Afghanistan,AFG,04-04-2020,235
Afghanistan,AFG,05-04-2020,270
Afghanistan,AFG,06-04-2020,299
Afghanistan,AFG,07-04-2020,337
Afghanistan,AFG,08-04-2020,367
Afghanistan,AFG,09-04-2020,423
Afghanistan,AFG,10-04-2020,484
Afghanistan,AFG,11-04-2020,521
Afghanistan,AFG,12-04-2020,555
Afghanistan,AFG,13-04-2020,607
Afghanistan,AFG,14-04-2020,665
Afghanistan,AFG,15-04-2020,714
Afghanistan,AFG,16-04-2020,784
Afghanistan,AFG,17-04-2020,794
Afghanistan,AFG,18-04-2020,845
Albania,ALB,09-03-2020,2
Albania,ALB,10-03-2020,6
Albania,ALB,11-03-2020,10
Albania,ALB,12-03-2020,11
Albania,ALB,13-03-2020,23
Albania,ALB,14-03-2020,33
Albania,ALB,15-03-2020,38
Albania,ALB,16-03-2020,42
Albania,ALB,17-03-2020,51
Albania,ALB,18-03-2020,55
Albania,ALB,19-03-2020,59
Albania,ALB,20-03-2020,70
Albania,ALB,21-03-2020,70
Albania,ALB,22-03-2020,76
Albania,ALB,23-03-2020,89
Albania,ALB,24-03-2020,100
Albania,ALB,25-03-2020,123
Albania,ALB,26-03-2020,146
Albania,ALB,27-03-2020,174
Albania,ALB,28-03-2020,186
Albania,ALB,29-03-2020,197
Albania,ALB,30-03-2020,212
Albania,ALB,31-03-2020,223
Albania,ALB,01-04-2020,243
Albania,ALB,02-04-2020,259
Albania,ALB,03-04-2020,277
Albania,ALB,04-04-2020,304
Albania,ALB,05-04-2020,333
Albania,ALB,06-04-2020,361
Albania,ALB,07-04-2020,377
Albania,ALB,08-04-2020,383
Albania,ALB,09-04-2020,400
Albania,ALB,10-04-2020,409
Albania,ALB,11-04-2020,416
Albania,ALB,12-04-2020,433
Albania,ALB,13-04-2020,446
Albania,ALB,14-04-2020,467
Albania,ALB,15-04-2020,475
Albania,ALB,16-04-2020,494
Albania,ALB,17-04-2020,518
Albania,ALB,18-04-2020,539
Algeria,DZA,31-12-2019,0
Algeria,DZA,01-01-2020,0
Algeria,DZA,02-01-2020,0
Algeria,DZA,03-01-2020,0
Algeria,DZA,04-01-2020,0
Algeria,DZA,05-01-2020,0
Algeria,DZA,06-01-2020,0
Algeria,DZA,07-01-2020,0
Algeria,DZA,08-01-2020,0
Algeria,DZA,09-01-2020,0
Algeria,DZA,10-01-2020,0
Algeria,DZA,11-01-2020,0
Algeria,DZA,12-01-2020,0
Algeria,DZA,13-01-2020,0
Algeria,DZA,14-01-2020,0
Algeria,DZA,15-01-2020,0
Algeria,DZA,16-01-2020,0
Algeria,DZA,17-01-2020,0
Algeria,DZA,18-01-2020,0
Algeria,DZA,19-01-2020,0
Algeria,DZA,20-01-2020,0
Algeria,DZA,21-01-2020,0
Algeria,DZA,22-01-2020,0
Algeria,DZA,23-01-2020,0
Algeria,DZA,24-01-2020,0
Algeria,DZA,25-01-2020,0
Algeria,DZA,26-01-2020,0
Algeria,DZA,27-01-2020,0
Algeria,DZA,28-01-2020,0
Algeria,DZA,29-01-2020,0
Algeria,DZA,30-01-2020,0
Algeria,DZA,31-01-2020,0
Algeria,DZA,01-02-2020,0
Algeria,DZA,02-02-2020,0
Algeria,DZA,03-02-2020,0
Algeria,DZA,04-02-2020,0
Algeria,DZA,05-02-2020,0
Algeria,DZA,06-02-2020,0
Algeria,DZA,07-02-2020,0
Algeria,DZA,08-02-2020,0
Algeria,DZA,09-02-2020,0
Algeria,DZA,10-02-2020,0
Algeria,DZA,11-02-2020,0
Algeria,DZA,12-02-2020,0
Algeria,DZA,13-02-2020,0
Algeria,DZA,14-02-2020,0
Algeria,DZA,15-02-2020,0
Algeria,DZA,16-02-2020,0
Algeria,DZA,17-02-2020,0
Algeria,DZA,18-02-2020,0
Algeria,DZA,19-02-2020,0
Algeria,DZA,20-02-2020,0
Algeria,DZA,21-02-2020,0
Algeria,DZA,22-02-2020,0
Algeria,DZA,23-02-2020,0
Algeria,DZA,24-02-2020,0
Algeria,DZA,25-02-2020,0
Algeria,DZA,26-02-2020,1
Algeria,DZA,27-02-2020,1
Algeria,DZA,28-02-2020,1
Algeria,DZA,29-02-2020,1
Algeria,DZA,01-03-2020,3
Algeria,DZA,02-03-2020,3
Algeria,DZA,04-03-2020,5
Algeria,DZA,05-03-2020,12
Algeria,DZA,06-03-2020,17
Algeria,DZA,09-03-2020,20
Algeria,DZA,12-03-2020,20
Algeria,DZA,13-03-2020,25
Algeria,DZA,14-03-2020,26
Algeria,DZA,15-03-2020,37
Algeria,DZA,16-03-2020,48
Algeria,DZA,17-03-2020,58
Algeria,DZA,18-03-2020,60
Algeria,DZA,19-03-2020,72
Algeria,DZA,20-03-2020,90
Algeria,DZA,21-03-2020,102
Algeria,DZA,22-03-2020,139
Algeria,DZA,23-03-2020,201
Algeria,DZA,24-03-2020,230
Algeria,DZA,25-03-2020,264
Algeria,DZA,26-03-2020,302
Algeria,DZA,27-03-2020,367
Algeria,DZA,28-03-2020,409
Algeria,DZA,29-03-2020,454
Algeria,DZA,30-03-2020,511
Algeria,DZA,31-03-2020,584
Algeria,DZA,01-04-2020,716
Algeria,DZA,02-04-2020,847
Algeria,DZA,03-04-2020,986
Algeria,DZA,04-04-2020,1171
Algeria,DZA,05-04-2020,1251
Algeria,DZA,06-04-2020,1320
Algeria,DZA,07-04-2020,1423
Algeria,DZA,08-04-2020,1468
Algeria,DZA,09-04-2020,1572
Algeria,DZA,10-04-2020,1666
Algeria,DZA,11-04-2020,1761
Algeria,DZA,12-04-2020,1825
Algeria,DZA,13-04-2020,1914
Algeria,DZA,14-04-2020,1983
Algeria,DZA,15-04-2020,2070
Algeria,DZA,16-04-2020,2160
Algeria,DZA,17-04-2020,2268
Algeria,DZA,18-04-2020,2418
Andorra,AND,03-03-2020,1
Andorra,AND,14-03-2020,2
Andorra,AND,16-03-2020,5
Andorra,AND,17-03-2020,14
Andorra,AND,18-03-2020,14
Andorra,AND,19-03-2020,53
Andorra,AND,20-03-2020,75
Andorra,AND,21-03-2020,75
Andorra,AND,22-03-2020,88
Andorra,AND,23-03-2020,113
Andorra,AND,24-03-2020,133
Andorra,AND,25-03-2020,164
Andorra,AND,26-03-2020,188
Andorra,AND,27-03-2020,224
Andorra,AND,28-03-2020,267
Andorra,AND,29-03-2020,308
Andorra,AND,30-03-2020,334
Andorra,AND,31-03-2020,370
Andorra,AND,01-04-2020,376
Andorra,AND,02-04-2020,390
Andorra,AND,03-04-2020,428
Andorra,AND,04-04-2020,439
Andorra,AND,05-04-2020,466
Andorra,AND,06-04-2020,501
Andorra,AND,07-04-2020,526
Andorra,AND,08-04-2020,545
Andorra,AND,09-04-2020,564
Andorra,AND,10-04-2020,583
Andorra,AND,11-04-2020,601
Andorra,AND,12-04-2020,622
Andorra,AND,13-04-2020,638
Andorra,AND,14-04-2020,646
Andorra,AND,15-04-2020,659
Andorra,AND,16-04-2020,673
Andorra,AND,17-04-2020,682
Andorra,AND,18-04-2020,696
Angola,AGO,22-03-2020,2
Angola,AGO,23-03-2020,2
Angola,AGO,24-03-2020,2
Angola,AGO,25-03-2020,2
Angola,AGO,26-03-2020,2
Angola,AGO,27-03-2020,3
Angola,AGO,28-03-2020,4
Angola,AGO,29-03-2020,4
Angola,AGO,30-03-2020,7
Angola,AGO,31-03-2020,7
Angola,AGO,01-04-2020,7
Angola,AGO,02-04-2020,8
Angola,AGO,03-04-2020,8
Angola,AGO,04-04-2020,8
Angola,AGO,05-04-2020,10
Angola,AGO,06-04-2020,14
Angola,AGO,07-04-2020,16
Angola,AGO,08-04-2020,17
Angola,AGO,09-04-2020,19
Angola,AGO,10-04-2020,19
Angola,AGO,11-04-2020,19
Angola,AGO,12-04-2020,19
Angola,AGO,13-04-2020,19
Angola,AGO,14-04-2020,19
Angola,AGO,15-04-2020,19
Angola,AGO,16-04-2020,19
Angola,AGO,17-04-2020,19
Angola,AGO,18-04-2020,19
Anguilla,AIA,27-03-2020,2
Anguilla,AIA,28-03-2020,2
Anguilla,AIA,29-03-2020,2
Anguilla,AIA,30-03-2020,2
Anguilla,AIA,31-03-2020,2
Anguilla,AIA,01-04-2020,2
Anguilla,AIA,02-04-2020,2
Anguilla,AIA,03-04-2020,3
Anguilla,AIA,04-04-2020,3
Anguilla,AIA,05-04-2020,3
Anguilla,AIA,06-04-2020,3
Anguilla,AIA,07-04-2020,3
Anguilla,AIA,08-04-2020,3
Anguilla,AIA,09-04-2020,3
Anguilla,AIA,10-04-2020,3
Anguilla,AIA,11-04-2020,3
Anguilla,AIA,12-04-2020,3
Anguilla,AIA,13-04-2020,3
Anguilla,AIA,14-04-2020,3
Anguilla,AIA,15-04-2020,3
Anguilla,AIA,16-04-2020,3
Anguilla,AIA,17-04-2020,3
Anguilla,AIA,18-04-2020,3
Antigua and Barbuda,ATG,15-03-2020,1
Antigua and Barbuda,ATG,21-03-2020,1
Antigua and Barbuda,ATG,22-03-2020,1
Antigua and Barbuda,ATG,23-03-2020,1
Antigua and Barbuda,ATG,24-03-2020,1
Antigua and Barbuda,ATG,25-03-2020,3
Antigua and Barbuda,ATG,26-03-2020,3
Antigua and Barbuda,ATG,27-03-2020,7
Antigua and Barbuda,ATG,28-03-2020,7
Antigua and Barbuda,ATG,29-03-2020,7
Antigua and Barbuda,ATG,30-03-2020,7
Antigua and Barbuda,ATG,31-03-2020,7
Antigua and Barbuda,ATG,01-04-2020,7
Antigua and Barbuda,ATG,02-04-2020,7
Antigua and Barbuda,ATG,03-04-2020,9
Antigua and Barbuda,ATG,04-04-2020,15
Antigua and Barbuda,ATG,05-04-2020,15
Antigua and Barbuda,ATG,06-04-2020,15
Antigua and Barbuda,ATG,07-04-2020,15
Antigua and Barbuda,ATG,08-04-2020,15
Antigua and Barbuda,ATG,09-04-2020,15
Antigua and Barbuda,ATG,10-04-2020,19
Antigua and Barbuda,ATG,11-04-2020,21
Antigua and Barbuda,ATG,12-04-2020,21
Antigua and Barbuda,ATG,13-04-2020,21
Antigua and Barbuda,ATG,14-04-2020,23
Antigua and Barbuda,ATG,15-04-2020,23
Antigua and Barbuda,ATG,16-04-2020,23
Antigua and Barbuda,ATG,17-04-2020,23
Antigua and Barbuda,ATG,18-04-2020,23
Argentina,ARG,04-03-2020,1
Argentina,ARG,06-03-2020,2
Argentina,ARG,07-03-2020,8
Argentina,ARG,08-03-2020,9
Argentina,ARG,09-03-2020,12
Argentina,ARG,11-03-2020,19
Argentina,ARG,13-03-2020,31
Argentina,ARG,14-03-2020,34
Argentina,ARG,15-03-2020,45
Argentina,ARG,16-03-2020,56
Argentina,ARG,17-03-2020,65
Argentina,ARG,18-03-2020,79
Argentina,ARG,19-03-2020,97
Argentina,ARG,20-03-2020,128
Argentina,ARG,21-03-2020,158
Argentina,ARG,22-03-2020,225
Argentina,ARG,23-03-2020,266
Argentina,ARG,24-03-2020,301
Argentina,ARG,25-03-2020,387
Argentina,ARG,26-03-2020,502
Argentina,ARG,27-03-2020,589
Argentina,ARG,28-03-2020,690
Argentina,ARG,29-03-2020,745
Argentina,ARG,30-03-2020,820
Argentina,ARG,31-03-2020,966
Argentina,ARG,01-04-2020,966
Argentina,ARG,02-04-2020,1133
Argentina,ARG,03-04-2020,1133
Argentina,ARG,04-04-2020,1265
Argentina,ARG,05-04-2020,1451
Argentina,ARG,06-04-2020,1554
Argentina,ARG,07-04-2020,1628
Argentina,ARG,08-04-2020,1715
Argentina,ARG,09-04-2020,1795
Argentina,ARG,10-04-2020,1894
Argentina,ARG,11-04-2020,1975
Argentina,ARG,12-04-2020,2137
Argentina,ARG,13-04-2020,2203
Argentina,ARG,14-04-2020,2272
Argentina,ARG,15-04-2020,2432
Argentina,ARG,16-04-2020,2432
Argentina,ARG,17-04-2020,2560
Argentina,ARG,18-04-2020,2658
Armenia,ARM,31-12-2019,0
Armenia,ARM,01-01-2020,0
Armenia,ARM,02-01-2020,0
Armenia,ARM,03-01-2020,0
Armenia,ARM,04-01-2020,0
Armenia,ARM,05-01-2020,0
Armenia,ARM,06-01-2020,0
Armenia,ARM,07-01-2020,0
Armenia,ARM,08-01-2020,0
Armenia,ARM,09-01-2020,0
Armenia,ARM,10-01-2020,0
Armenia,ARM,11-01-2020,0
Armenia,ARM,12-01-2020,0
Armenia,ARM,13-01-2020,0
Armenia,ARM,14-01-2020,0
Armenia,ARM,15-01-2020,0
Armenia,ARM,16-01-2020,0
Armenia,ARM,17-01-2020,0
Armenia,ARM,18-01-2020,0
Armenia,ARM,19-01-2020,0
Armenia,ARM,20-01-2020,0
Armenia,ARM,21-01-2020,0
Armenia,ARM,22-01-2020,0
Armenia,ARM,23-01-2020,0
Armenia,ARM,24-01-2020,0
Armenia,ARM,25-01-2020,0
Armenia,ARM,26-01-2020,0
Armenia,ARM,27-01-2020,0
Armenia,ARM,28-01-2020,0
Armenia,ARM,29-01-2020,0
Armenia,ARM,30-01-2020,0
Armenia,ARM,31-01-2020,0
Armenia,ARM,01-02-2020,0
Armenia,ARM,02-02-2020,0
Armenia,ARM,03-02-2020,0
Armenia,ARM,04-02-2020,0
Armenia,ARM,05-02-2020,0
Armenia,ARM,06-02-2020,0
Armenia,ARM,07-02-2020,0
Armenia,ARM,08-02-2020,0
Armenia,ARM,09-02-2020,0
Armenia,ARM,10-02-2020,0
Armenia,ARM,11-02-2020,0
Armenia,ARM,12-02-2020,0
Armenia,ARM,13-02-2020,0
Armenia,ARM,14-02-2020,0
Armenia,ARM,15-02-2020,0
Armenia,ARM,16-02-2020,0
Armenia,ARM,17-02-2020,0
Armenia,ARM,18-02-2020,0
Armenia,ARM,19-02-2020,0
Armenia,ARM,20-02-2020,0
Armenia,ARM,21-02-2020,0
Armenia,ARM,22-02-2020,0
Armenia,ARM,23-02-2020,0
Armenia,ARM,24-02-2020,0
Armenia,ARM,25-02-2020,0
Armenia,ARM,26-02-2020,0
Armenia,ARM,27-02-2020,0
Armenia,ARM,28-02-2020,0
Armenia,ARM,29-02-2020,0
Armenia,ARM,01-03-2020,1
Armenia,ARM,02-03-2020,1
Armenia,ARM,12-03-2020,4
Armenia,ARM,13-03-2020,6
Armenia,ARM,14-03-2020,13
Armenia,ARM,15-03-2020,20
Armenia,ARM,16-03-2020,30
Armenia,ARM,17-03-2020,52
Armenia,ARM,18-03-2020,78
Armenia,ARM,19-03-2020,115
Armenia,ARM,20-03-2020,122
Armenia,ARM,21-03-2020,136
Armenia,ARM,22-03-2020,160
Armenia,ARM,23-03-2020,190
Armenia,ARM,24-03-2020,194
Armenia,ARM,25-03-2020,265
Armenia,ARM,26-03-2020,290
Armenia,ARM,27-03-2020,329
Armenia,ARM,28-03-2020,372
Armenia,ARM,29-03-2020,424
Armenia,ARM,30-03-2020,424
Armenia,ARM,31-03-2020,482
Armenia,ARM,01-04-2020,532
Armenia,ARM,02-04-2020,571
Armenia,ARM,03-04-2020,663
Armenia,ARM,04-04-2020,736
Armenia,ARM,05-04-2020,770
Armenia,ARM,06-04-2020,822
Armenia,ARM,07-04-2020,833
Armenia,ARM,08-04-2020,853
Armenia,ARM,09-04-2020,881
Armenia,ARM,10-04-2020,921
Armenia,ARM,11-04-2020,937
Armenia,ARM,12-04-2020,967
Armenia,ARM,13-04-2020,1013
Armenia,ARM,14-04-2020,1039
Armenia,ARM,15-04-2020,1111
Armenia,ARM,16-04-2020,1159
Armenia,ARM,17-04-2020,1201
Armenia,ARM,18-04-2020,1248
Aruba,ABW,13-03-2020,2
Aruba,ABW,20-03-2020,4
Aruba,ABW,24-03-2020,12
Aruba,ABW,25-03-2020,17
Aruba,ABW,26-03-2020,19
Aruba,ABW,27-03-2020,28
Aruba,ABW,28-03-2020,28
Aruba,ABW,29-03-2020,28
Aruba,ABW,30-03-2020,50
Aruba,ABW,01-04-2020,55
Aruba,ABW,02-04-2020,55
Aruba,ABW,03-04-2020,60
Aruba,ABW,04-04-2020,62
Aruba,ABW,05-04-2020,64
Aruba,ABW,06-04-2020,64
Aruba,ABW,07-04-2020,71
Aruba,ABW,08-04-2020,74
Aruba,ABW,09-04-2020,77
Aruba,ABW,10-04-2020,82
Aruba,ABW,11-04-2020,86
Aruba,ABW,12-04-2020,92
Aruba,ABW,13-04-2020,92
Aruba,ABW,14-04-2020,92
Aruba,ABW,15-04-2020,92
Aruba,ABW,16-04-2020,93
Aruba,ABW,17-04-2020,95
Aruba,ABW,18-04-2020,96
Australia,AUS,31-12-2019,0
Australia,AUS,01-01-2020,0
Australia,AUS,02-01-2020,0
Australia,AUS,03-01-2020,0
Australia,AUS,04-01-2020,0
Australia,AUS,05-01-2020,0
Australia,AUS,06-01-2020,0
Australia,AUS,07-01-2020,0
Australia,AUS,08-01-2020,0
Australia,AUS,09-01-2020,0
Australia,AUS,10-01-2020,0
Australia,AUS,11-01-2020,0
Australia,AUS,12-01-2020,0
Australia,AUS,13-01-2020,0
Australia,AUS,14-01-2020,0
Australia,AUS,15-01-2020,0
Australia,AUS,16-01-2020,0
Australia,AUS,17-01-2020,0
Australia,AUS,18-01-2020,0
Australia,AUS,19-01-2020,0
Australia,AUS,20-01-2020,0
Australia,AUS,21-01-2020,0
Australia,AUS,22-01-2020,0
Australia,AUS,23-01-2020,0
Australia,AUS,24-01-2020,0
Australia,AUS,25-01-2020,1
Australia,AUS,26-01-2020,4
Australia,AUS,27-01-2020,4
Australia,AUS,28-01-2020,4
Australia,AUS,29-01-2020,4
Australia,AUS,30-01-2020,6
Australia,AUS,31-01-2020,7
Australia,AUS,01-02-2020,9
Australia,AUS,02-02-2020,11
Australia,AUS,03-02-2020,11
Australia,AUS,04-02-2020,11
Australia,AUS,05-02-2020,12
Australia,AUS,06-02-2020,13
Australia,AUS,07-02-2020,14
Australia,AUS,08-02-2020,14
Australia,AUS,09-02-2020,14
Australia,AUS,10-02-2020,14
Australia,AUS,11-02-2020,14
Australia,AUS,12-02-2020,14
Australia,AUS,13-02-2020,14
Australia,AUS,14-02-2020,15
Australia,AUS,15-02-2020,15
Australia,AUS,16-02-2020,15
Australia,AUS,17-02-2020,15
Australia,AUS,18-02-2020,15
Australia,AUS,19-02-2020,15
Australia,AUS,20-02-2020,15
Australia,AUS,21-02-2020,17
Australia,AUS,22-02-2020,21
Australia,AUS,23-02-2020,22
Australia,AUS,24-02-2020,22
Australia,AUS,25-02-2020,22
Australia,AUS,26-02-2020,22
Australia,AUS,27-02-2020,23
Australia,AUS,28-02-2020,23
Australia,AUS,29-02-2020,25
Australia,AUS,01-03-2020,26
Australia,AUS,02-03-2020,29
Australia,AUS,03-03-2020,33
Australia,AUS,04-03-2020,41
Australia,AUS,05-03-2020,52
Australia,AUS,06-03-2020,59
Australia,AUS,07-03-2020,63
Australia,AUS,08-03-2020,74
Australia,AUS,09-03-2020,80
Australia,AUS,10-03-2020,100
Australia,AUS,11-03-2020,112
Australia,AUS,12-03-2020,126
Australia,AUS,13-03-2020,156
Australia,AUS,14-03-2020,197
Australia,AUS,15-03-2020,249
Australia,AUS,16-03-2020,298
Australia,AUS,17-03-2020,375
Australia,AUS,18-03-2020,454
Australia,AUS,19-03-2020,565
Australia,AUS,20-03-2020,709
Australia,AUS,21-03-2020,874
Australia,AUS,22-03-2020,1098
Australia,AUS,23-03-2020,1709
Australia,AUS,24-03-2020,1823
Australia,AUS,25-03-2020,2423
Australia,AUS,26-03-2020,2799
Australia,AUS,27-03-2020,3166
Australia,AUS,28-03-2020,3378
Australia,AUS,29-03-2020,3809
Australia,AUS,30-03-2020,4093
Australia,AUS,31-03-2020,4557
Australia,AUS,01-04-2020,4707
Australia,AUS,02-04-2020,4976
Australia,AUS,03-04-2020,5224
Australia,AUS,04-04-2020,5548
Australia,AUS,05-04-2020,5687
Australia,AUS,06-04-2020,5744
Australia,AUS,07-04-2020,5844
Australia,AUS,08-04-2020,5956
Australia,AUS,09-04-2020,6052
Australia,AUS,10-04-2020,6152
Australia,AUS,11-04-2020,6238
Australia,AUS,12-04-2020,6289
Australia,AUS,13-04-2020,6322
Australia,AUS,14-04-2020,6366
Australia,AUS,15-04-2020,6416
Australia,AUS,16-04-2020,6458
Australia,AUS,17-04-2020,6497
Australia,AUS,18-04-2020,6533
Austria,AUT,31-12-2019,0
Austria,AUT,01-01-2020,0
Austria,AUT,02-01-2020,0
Austria,AUT,03-01-2020,0
Austria,AUT,04-01-2020,0
Austria,AUT,05-01-2020,0
Austria,AUT,06-01-2020,0
Austria,AUT,07-01-2020,0
Austria,AUT,08-01-2020,0
Austria,AUT,09-01-2020,0
Austria,AUT,10-01-2020,0
Austria,AUT,11-01-2020,0
Austria,AUT,12-01-2020,0
Austria,AUT,13-01-2020,0
Austria,AUT,14-01-2020,0
Austria,AUT,15-01-2020,0
Austria,AUT,16-01-2020,0
Austria,AUT,17-01-2020,0
Austria,AUT,18-01-2020,0
Austria,AUT,19-01-2020,0
Austria,AUT,20-01-2020,0
Austria,AUT,21-01-2020,0
Austria,AUT,22-01-2020,0
Austria,AUT,23-01-2020,0
Austria,AUT,24-01-2020,0
Austria,AUT,25-01-2020,0
Austria,AUT,26-01-2020,0
Austria,AUT,27-01-2020,0
Austria,AUT,28-01-2020,0
Austria,AUT,29-01-2020,0
Austria,AUT,30-01-2020,0
Austria,AUT,31-01-2020,0
Austria,AUT,01-02-2020,0
Austria,AUT,02-02-2020,0
Austria,AUT,03-02-2020,0
Austria,AUT,04-02-2020,0
Austria,AUT,05-02-2020,0
Austria,AUT,06-02-2020,0
Austria,AUT,07-02-2020,0
Austria,AUT,08-02-2020,0
Austria,AUT,09-02-2020,0
Austria,AUT,10-02-2020,0
Austria,AUT,11-02-2020,0
Austria,AUT,12-02-2020,0
Austria,AUT,13-02-2020,0
Austria,AUT,14-02-2020,0
Austria,AUT,15-02-2020,0
Austria,AUT,16-02-2020,0
Austria,AUT,17-02-2020,0
Austria,AUT,18-02-2020,0
Austria,AUT,19-02-2020,0
Austria,AUT,20-02-2020,0
Austria,AUT,21-02-2020,0
Austria,AUT,22-02-2020,0
Austria,AUT,23-02-2020,0
Austria,AUT,24-02-2020,0
Austria,AUT,25-02-2020,0
Austria,AUT,26-02-2020,2
Austria,AUT,27-02-2020,2
Austria,AUT,28-02-2020,5
Austria,AUT,29-02-2020,7
Austria,AUT,01-03-2020,10
Austria,AUT,02-03-2020,14
Austria,AUT,03-03-2020,18
Austria,AUT,04-03-2020,24
Austria,AUT,05-03-2020,29
Austria,AUT,06-03-2020,41
Austria,AUT,07-03-2020,74
Austria,AUT,08-03-2020,99
Austria,AUT,09-03-2020,102
Austria,AUT,10-03-2020,131
Austria,AUT,11-03-2020,182
Austria,AUT,12-03-2020,246
Austria,AUT,13-03-2020,361
Austria,AUT,14-03-2020,504
Austria,AUT,15-03-2020,655
Austria,AUT,16-03-2020,860
Austria,AUT,17-03-2020,1016
Austria,AUT,18-03-2020,1332
Austria,AUT,19-03-2020,1646
Austria,AUT,20-03-2020,2196
Austria,AUT,21-03-2020,2649
Austria,AUT,22-03-2020,3024
Austria,AUT,23-03-2020,3631
Austria,AUT,24-03-2020,4486
Austria,AUT,25-03-2020,5282
Austria,AUT,26-03-2020,5888
Austria,AUT,27-03-2020,7029
Austria,AUT,28-03-2020,7697
Austria,AUT,29-03-2020,8291
Austria,AUT,30-03-2020,8813
Austria,AUT,31-03-2020,9618
Austria,AUT,01-04-2020,10182
Austria,AUT,02-04-2020,10711
Austria,AUT,03-04-2020,11129
Austria,AUT,04-04-2020,11525
Austria,AUT,05-04-2020,11766
Austria,AUT,06-04-2020,11983
Austria,AUT,07-04-2020,12297
Austria,AUT,08-04-2020,12640
Austria,AUT,09-04-2020,12969
Austria,AUT,10-04-2020,13248
Austria,AUT,11-04-2020,13560
Austria,AUT,12-04-2020,13807
Austria,AUT,13-04-2020,13937
Austria,AUT,14-04-2020,14043
Austria,AUT,15-04-2020,14234
Austria,AUT,16-04-2020,14370
Austria,AUT,17-04-2020,14448
Austria,AUT,18-04-2020,14603
Azerbaijan,AZE,31-12-2019,0
Azerbaijan,AZE,01-01-2020,0
Azerbaijan,AZE,02-01-2020,0
Azerbaijan,AZE,03-01-2020,0
Azerbaijan,AZE,04-01-2020,0
Azerbaijan,AZE,05-01-2020,0
Azerbaijan,AZE,06-01-2020,0
Azerbaijan,AZE,07-01-2020,0
Azerbaijan,AZE,08-01-2020,0
Azerbaijan,AZE,09-01-2020,0
